text,intent,label_id
can you tell me why my card payment was cancelled?,reverted_card_payment?,53
can i order a new card to china?,card_about_to_expire,10
i have a friend who needs money as soon as possibly. if i were to transfer it how long will it take to get to her?,transfer_not_received_by_recipient,66
how to receive the actual card,order_physical_card,44
can i hold more than one currency?,fiat_currency_support,37
i've been checking my statement to see if i've received a refund i requested from a seller a while ago has arrived. but it has not. this should have come back to me already. can you help me figure out why it's not here and get my money back?,Refund_not_showing_up,0
if i want to can i set up a new pin?,change_pin,22
when will you be taking orders for disposable virtual cards?,get_disposable_virtual_card,38
i made a deposit this morning but it is still pending?,balance_not_updated_after_cheque_or_cash_deposit,7
i need to report a stolen card,lost_or_stolen_card,42
i used my card the other day to get cash from an atm and was charged an extra fee. i don't understand why i am being charged a fee all of a sudden. i thought it was free to withdraw from an atm?,cash_withdrawal_charge,20
my card was stolen last night.,lost_or_stolen_card,42
how do i verify my identity online,verify_my_identity,69
what kinds of cards can i use to top up?,supported_cards_and_currencies,54
"given a choice, i'd rather have mastercard.",visa_or_mastercard,73
the app says i got cash from an atm but i didn't,cash_withdrawal_not_recognised,21
what kind of costs are involved for exchanging currency?,exchange_charge,32
i need mastercard as well as visa,visa_or_mastercard,73
someone has been using my card. there are unfamiliar transactions on there. can you freeze the card to keep this from happening?,compromised_card,23
what is my source of funds?,verify_source_of_funds,70
my phone has been stolen. how can i make sure no one uses my account from it?,lost_or_stolen_phone,43
i want to order another crad,getting_spare_card,40
i have to verify my identity. what do i need to do?,verify_my_identity,69
can i top up using an international card,top_up_by_card_charge,57
what is the return policy?,request_refund,52
is it possible to receive a visa and a mastercard?,visa_or_mastercard,73
for some reason i am having a problem with verifying my identity.,unable_to_verify_identity,68
how do i get my pin unlocked?,pin_blocked,50
"if i don't live in the uk, can i still get a card?",country_support,25
why does a top- up need to be verify?,verify_top_up,71
"the atm would not give me cash,why?",declined_cash_withdrawal,27
could google pay and top up be together?,apple_pay_or_google_pay,3
can you explain the virtual cards limit?,disposable_card_limits,30
how do i use american express to top up my account?,supported_cards_and_currencies,54
what do i need to do to request cash back? the atm actually just gave me the wrong amount. the app i actually chose the right amount.,wrong_amount_of_cash_received,75
can i create my own top-up limit?,top_up_limits,60
i have a payment listed as cancelled.,reverted_card_payment?,53
can i only top-up digitally? or could i use cash?,top_up_by_cash_or_cheque,58
how many transactions can i make with a disposable card,get_disposable_virtual_card,38
my funding to my card didn't go through.,top_up_failed,59
are there any charges for using a bank card to top up,top_up_by_card_charge,57
i completed a money transaction but the recipient hasn't received it,transfer_not_received_by_recipient,66
your exchange rate is totally wrong for my card payment,card_payment_wrong_exchange_rate,18
what was the 1 charge for on my statement?,extra_charge_on_statement,35
"how do i know what my account is set to, i am paid in gbp?",receiving_money,51
i think my wallet fell out on the tube today! i realized as soon as i got to my desk. how do i cut off the card?,lost_or_stolen_card,42
"i bought a product a week ago, but may need to return it.",request_refund,52
how can i get my card out of the stupid atm that ate it?,card_swallowed,19
can i have a second physical card for this account?,getting_spare_card,40
what's the fee for exchange of foreign currencies?,exchange_charge,32
i don't understand why you want so much of my personal info.,why_verify_identity,74
i tried to make a transfer like five different times. why won't your system let me? is it broke?,failed_transfer,36
can i get a card even though i live in the us,country_support,25
"when i got cash, my exchange rate was off.",wrong_exchange_rate_for_cash_withdrawal,76
will i be able to track the card that was sent to me?,card_arrival,12
i tried to make a transfer but it failed,failed_transfer,36
why are my transfers not going through. i have tried over 4 times to get it to work. this is just a simple transfer. is something else causing this in the system? is it broken?,failed_transfer,36
"i need to refund my item, can you please help?",request_refund,52
"i tried to top up using my card, but now the money just disappeared!",topping_up_by_card,62
i tried to buy something online yesterday and got a message saying declined. i tried again today and got the same message. what's the problem?,declined_transfer,28
"help, your app is showing a larger wd than i actually did earlier at an atm.",wrong_amount_of_cash_received,75
how do i freeze my account?,compromised_card,23
how do i transfer funds from my american express into my account?,supported_cards_and_currencies,54
i am not happy with this product can i get a refund?,request_refund,52
how many active cards can i have?,getting_spare_card,40
my top-up for google pay isn't working,apple_pay_or_google_pay,3
the amount of money i pushed at the atm machine did not come out of the machine.,wrong_amount_of_cash_received,75
why is top up pending,pending_top_up,48
what are the requirements to verify my identity?,verify_my_identity,69
i need to know which flat currencies are supported by you.,fiat_currency_support,37
can you tell me what the problem with my card is? it was declined at a restaurant today.,card_not_working,15
is there a fee to exchange currency?,exchange_charge,32
why is this fee being charged to me after using my card?,card_payment_fee_charged,16
is there any limit to the amount i can add to a card at a time?,top_up_limits,60
what should i do if the atm eats my card?,card_swallowed,19
the app is showing a direct debit transaction that i did not perform,direct_debit_payment_not_recognised,29
where would i find top up by cash deposit?,top_up_by_cash_or_cheque,58
can i change my pin without being physically present?,change_pin,22
how do i use a check to top up?,top_up_by_cash_or_cheque,58
there is an odd payment in my statement,card_payment_not_recognised,17
"i made a transfer and the receiver said an amount was received, but less than the right amount. i now have to transfer more to get the remainder to the receiver. can you tell me about this. what's been going on?",transfer_fee_charged,64
"when i was traveling abroad, the exchange rate was applied wrong.",card_payment_wrong_exchange_rate,18
i am missing a refund.,Refund_not_showing_up,0
can i top up by cheque?,top_up_by_cash_or_cheque,58
"i dont know what happened, but my payment was cancelled",reverted_card_payment?,53
"is something wrong with my account, my balance didn't change after i transferred some money",balance_not_updated_after_bank_transfer,6
how can get a visa card?,visa_or_mastercard,73
is there a limit to top-ups?,top_up_limits,60
do i need to convert my currency from gbp before transferring?,receiving_money,51
"my details need to be changed, how can i do so?",edit_personal_details,31
what currencies or cards do you support for topping up?,supported_cards_and_currencies,54
can i get a real card?,order_physical_card,44
i didnt get the correct exchange rate for getting cash,wrong_exchange_rate_for_cash_withdrawal,76
will i get a curreng foreign exchange rate?,exchange_rate,33
i'm trying to transfer money to another country. it's just pending and not sending. my account details are correct. please help me.,pending_transfer,49
please explain why my transfer attempt was declined. thank you.,declined_transfer,28
this verifying the top up is annoying,verify_top_up,71
when will i see the cash i deposited this morning as available?,balance_not_updated_after_cheque_or_cash_deposit,7
is there any documentation needed for the identity check?,verify_my_identity,69
"if my cash withdrawal is still not showing, is something wrong?",pending_cash_withdrawal,47
what are my bank details so i can do a transfer?,transfer_into_account,65
where do my available funds come from?,verify_source_of_funds,70
what would the age limit be?,age_limit,2
i wasn't charged the correct exchange rate for an item i purchased.,card_payment_wrong_exchange_rate,18
"my card payment is just showing up as pending and it has been a while , what's going on with that, it should be going through at some point?",pending_card_payment,46
"when traveling, is it possible for it to add money at specific time intervals?",automatic_top_up,5
my card payment has been cancelled,reverted_card_payment?,53
i want to get a visa card,visa_or_mastercard,73
i've transferred money into my account but the balance is the same,balance_not_updated_after_bank_transfer,6
how do i know if i need a disposable card?,get_disposable_virtual_card,38
where is theft-top option?,automatic_top_up,5
why has my payment not gone through?,pending_card_payment,46
i was checking my statement and my top-up has been reverted,top_up_reverted,61
"my card has been pending for a while, what should i do?",pending_card_payment,46
i don't know what pending transaction means.,pending_card_payment,46
i have multiple of the same transaction,transaction_charged_twice,63
what countries are you located in?,country_support,25
can i have it delivered on a specific date?,card_delivery_estimate,13
will you assess me more fees if i top up with an international card?,top_up_by_card_charge,57
my transfer says pending. what does that mean?,pending_transfer,49
how come my card payment has been declined?,declined_card_payment,26
there was a problem with the exchange rate on a purchase.,card_payment_wrong_exchange_rate,18
it appears my top-up is still pending.,pending_top_up,48
"help, i need to top up my account. where do i send a check?",top_up_by_cash_or_cheque,58
i see a direct debit transaction in the app that is not mine,direct_debit_payment_not_recognised,29
how would i use a bank transfer for topping my account?,transfer_into_account,65
the atm wouldn't let me have my money.,declined_cash_withdrawal,27
i am from x but am traveling to y - how do i get currency for y?,exchange_via_app,34
why is the exchange rate for a foreign atm different,wrong_exchange_rate_for_cash_withdrawal,76
my money i had was gone and i could not get gas!,topping_up_by_card,62
top up not completed,pending_top_up,48
"i would like to track a card sent to me, how do i do that?",card_arrival,12
can you walk me through how i can edit some of my personal information?,edit_personal_details,31
why is there a 1 euro fee on my statement?,extra_charge_on_statement,35
what can i use a virtual disposable card for?,disposable_card_limits,30
i need to know the time frame that is typical for a transfer from a uk account. i just made a transfer and it doesn't appear. i want to make sure everything is okay.,balance_not_updated_after_bank_transfer,6
"hey, i'm buying a flat and i need my mortgage to go though. however, every time i check i get an error message. is there any way you can help me with this transfer.",failed_transfer,36
there is a transaction on my account that i didnt make,card_payment_not_recognised,17
why was my top up cancelled?,top_up_reverted,61
i'm not sure how disposable virtual cards work. please help.,get_disposable_virtual_card,38
the app will not let me into my account.,unable_to_verify_identity,68
i am seeing in the app a some cash withdrawal that its not mine,cash_withdrawal_not_recognised,21
where is my pin? i don't have it yet,get_physical_card,39
what do i need to do to change my pin?,change_pin,22
my exchange seems to have something wrong with it. i changed over russian ruble to uk pounds and it appears i was charged way more than i was supposed to be.,card_payment_wrong_exchange_rate,18
my address is incorrect on my file.,edit_personal_details,31
how do i go about changing my address?,edit_personal_details,31
the amount of exchange was not correct for the item i bought.,card_payment_wrong_exchange_rate,18
am i able to top up with this cheque i received?,top_up_by_cash_or_cheque,58
what can you do to unblock my pin?,pin_blocked,50
what is the code i need to get into the app?,passcode_forgotten,45
will this card work at any atm?,atm_support,4
how long will a transfer from europe take?,transfer_timing,67
i have not received my card,card_arrival,12
i want to revert a transaction i did this morning,cancel_transfer,9
is it possible for me to set up separate accounts for my kids?,age_limit,2
how do i report possible fraudulent activity on my account?,compromised_card,23
what do i do with my card pin?,get_physical_card,39
why were there additional charges when transferring?,transfer_fee_charged,64
i sent money to a person and they haven't received the payment yet.,transfer_not_received_by_recipient,66
can you tell me why my transfer declined?,declined_transfer,28
"this is frustrating, i'm at work and my transfers are not going through. i keep getting an error message, i do not have time for this.",beneficiary_not_allowed,8
how do i go about topping up with google pay?,apple_pay_or_google_pay,3
"i needed cash today, so i used another provider's atm, and when i attempted to withdraw, it declined. i just checked it out and i'm still showing my account with that amount pending! i didn't take any money out, it was declined, so i don't want that to be processed as a withdrawal.",pending_cash_withdrawal,47
can i pay online with my card?,card_acceptance,11
i saw i was charged extra for money i withdrew?,cash_withdrawal_charge,20
i want to change my account details.,edit_personal_details,31
"there is an error, the app says i made an atm withdrawal and i didn't.",cash_withdrawal_not_recognised,21
which countries are you available in?,country_support,25
when i top up what are the amoutn limits.,top_up_limits,60
why is it taking so long for a transfer to complete!,transfer_not_received_by_recipient,66
i would like to change my name after marriage.,edit_personal_details,31
"on my app i can see that a direct debit payment that i didn't do, appears.",direct_debit_payment_not_recognised,29
how are exchange rates calculated at this bank?,exchange_rate,33
"hello, i am buying a flat and need the inital payment for the mortgage to go through. it keeps showing up as error, what is going on? can you please help me make this transfer?",failed_transfer,36
my top up did not complete.,pending_top_up,48
can i wait for you to send me a new card when mine's about to expire?,card_about_to_expire,10
why is there an extra charge of 1 dollar on my statement?,extra_charge_on_statement,35
how do i get my card active?,activate_my_card,1
why am i being charged again?,transaction_charged_twice,63
is it possible to cancel my transfer?,cancel_transfer,9
i wish to close my account. i do not like the service you provide.,terminate_account,55
i believe a wrong exchange rate was applied towards a cash transaction i made abroad.,wrong_exchange_rate_for_cash_withdrawal,76
my transfer is pending too long.,balance_not_updated_after_bank_transfer,6
i want to change my pin - do i need to be in a bank?,change_pin,22
i am afraid to give you all my identify details.,why_verify_identity,74
how many days does a transfer from the us take?,transfer_timing,67
it wants me to verify the top up. why?,verify_top_up,71
what options do i have when topping up a us card?,top_up_by_card_charge,57
where is the top-up card verification code?,verify_top_up,71
what is the most amount of disposable cards allowable?,disposable_card_limits,30
why is your exchange rate for my card payment wrong,card_payment_wrong_exchange_rate,18
after my card expires what should i do?,card_about_to_expire,10
a transfer to an account was not allowed,beneficiary_not_allowed,8
what am i being charged an extra pound when i haven't bought something worth that much?,extra_charge_on_statement,35
i don't see the transaction i made to a friend on my account.,transfer_not_received_by_recipient,66
why do you keep declining my payment?i tried several times already with this card and it is just not working.,declined_card_payment,26
why is my card payment still listed as pending?,pending_card_payment,46
i want a physical card,order_physical_card,44
how can i find out the source of my available cash?,verify_source_of_funds,70
i need assistance to activate the card on my account.,activate_my_card,1
what currency is acceptable for a top up?,supported_cards_and_currencies,54
are you available in my country?,country_support,25
how come i did not get a virtual card yet?,getting_virtual_card,41
"i locked myself out of my account, how do i unblock my pin?",pin_blocked,50
i accidentally blocked my pin. how do i reset it?,pin_blocked,50
what atm accepts mastercard?,atm_support,4
why was i charged a fee for a transfer?,transfer_fee_charged,64
i think youre system may be broken because i have tried transfer money 5x and it isnt working! i'm not doing anything complicated it is what i usually do.,failed_transfer,36
"my card details could be stolen, as i didnt make these transactions",compromised_card,23
can i keep using my card after it expires?,card_about_to_expire,10
"why do you keep declining my transfers? it's been working well so far, but when i just tried to buy something, the card got declined. i tried it a few times, but same thing happened every try.",declined_transfer,28
how do i get my top-up verification code?,verify_top_up,71
i don't recognize what this payment on my statement would be for.,card_payment_not_recognised,17
what was the issue with my topping up?,top_up_failed,59
why did i only receive a partial amount of what i tried to withdraw?,wrong_amount_of_cash_received,75
am i free to top-up as much as i want?,top_up_limits,60
how can i get paid in a different currency?,receiving_money,51
"i need to exchange my gbp to aud, how would i do this?",exchange_via_app,34
"i thought i lost my card so i cancelled it, but recently i found it in my jacket and i would like to re-establish the card.",card_linking,14
atm would not give me cash,declined_cash_withdrawal,27
i forgot my pin and now it is blocked.,pin_blocked,50
what would the price be for an expired card replacement and how long will it take me to get it?,card_about_to_expire,10
can you tell me where my funds come from?,verify_source_of_funds,70
how can i top-up my card?,top_up_by_cash_or_cheque,58
i can't seem to be able to use my card,card_not_working,15
why wouldn't my withdrawal go through?,declined_cash_withdrawal,27
is there something that i can do since my phone was stolen yesterday?,lost_or_stolen_phone,43
"i need a card, but i'm in the us at the moment.",country_support,25
do currency exchanges cost extra?,exchange_charge,32
top-up is not working,top_up_failed,59
i have lost my card! what is my next step?,lost_or_stolen_card,42
am i able to cancel a transfer i just made,cancel_transfer,9
my attempted transfer keeps kicking back with an error message. could you please help me to resolve this?,beneficiary_not_allowed,8
"i read about the auto-top up function, but can't find it in the app.",automatic_top_up,5
can i transfer money to my account with the app?,transfer_into_account,65
how do i know when my card will arrive?,card_arrival,12
what are the steps to verify identity?,verify_my_identity,69
where's the button to top up with a cheque?,top_up_by_cash_or_cheque,58
i asked for a refund but its not here yet,Refund_not_showing_up,0
reason i need to verify top up,verify_top_up,71
why was i charged for withdrawing cash?,cash_withdrawal_charge,20
why is there a payment i didn't do?,card_payment_not_recognised,17
how can i unblock a blocked pin number for my account?,pin_blocked,50
where is the money i topped off with?,pending_top_up,48
what is the reason for my beneficiary to be disallowed?,beneficiary_not_allowed,8
"i bought something and received it, but the payment went back to my account. is the seller okay?",reverted_card_payment?,53
why doesn't it work when i use american express to try to add money to my account?,supported_cards_and_currencies,54
"it's declining my transfers. normally this works, but my card is being declined now and i've tried more than once.",declined_transfer,28
how old do my kids have to be to use your service?,age_limit,2
how many transactions can i do with one disposable card?,disposable_card_limits,30
"there's a problem - i bought something about a week or two ago but just today the payment somehow came back into my account! i already received the item though, what's going on here?",reverted_card_payment?,53
something went wrong with my withdrawal. the amount of money isn't right.,wrong_amount_of_cash_received,75
the money disappeared when i tried to use my card to top up.,topping_up_by_card,62
what works for identity verification?,verify_my_identity,69
how do i start auto top up?,automatic_top_up,5
how do i top up my account using transfer?,transfer_into_account,65
do i need to go to a physical bank to change my pin?,change_pin,22
where can i see the refund in my account,Refund_not_showing_up,0
i bought something on line a and the seller hasn't received the money i sent could you please tell me how long an eu transfer takes?,pending_transfer,49
will money be added automatically when necessary?,automatic_top_up,5
i have a fee for cash withdrawal,cash_withdrawal_charge,20
i am worried that too much time has gone by for a transfer to be completed.,transfer_not_received_by_recipient,66
could you tell me about the restrictions that are on the disposable cards?,disposable_card_limits,30
the exchange rate looks wrong on a holiday purchase,card_payment_wrong_exchange_rate,18
can i get a single use virtual card,get_disposable_virtual_card,38
my bill shows the same charge more than once,transaction_charged_twice,63
how can i link my bank to my top up account?,transfer_into_account,65
are you able to unblock my pin?,pin_blocked,50
"could you please check one of my transfer which i made few hours ago from my uk bank account, as its not showing yet.",balance_not_updated_after_bank_transfer,6
i don't know what this direct debit payment is.,direct_debit_payment_not_recognised,29
why hasn't my transaction arrived to my friend yet?,transfer_not_received_by_recipient,66
can you unblock my account? i entered the pin wrong.,pin_blocked,50
can you tell me how to change my pin?,change_pin,22
do i need to verify the top-up?,verify_top_up,71
why am i being charged a fee on a card payment?,card_payment_fee_charged,16
what does it mean if my payment was reverted?,reverted_card_payment?,53
can i order a new card by phone?,card_about_to_expire,10
when does a uk transfer show up?,balance_not_updated_after_bank_transfer,6
i seem to of forgotten my passcode.,passcode_forgotten,45
can i exchange my money for eur?,fiat_currency_support,37
my pin is not working and i need assistance.,pin_blocked,50
how can i transfer money into my account?,transfer_into_account,65
is it possible to have a discount for exchanging currency frequently?,exchange_charge,32
there is a payment that is not mine.,card_payment_not_recognised,17
what is the max i can top up?,top_up_limits,60
i know i'm getting a new card but would like know when i can expect to receive it.,card_arrival,12
the money i transferred does not show in the balance.,balance_not_updated_after_bank_transfer,6
are there any limits to using disposable virtual cards?,disposable_card_limits,30
"i got my card now, how do i make it show up in the app?",card_linking,14
how can i fix my bank transfer to show up on my bank account?,balance_not_updated_after_bank_transfer,6
the transfer to my account was not allowed.,beneficiary_not_allowed,8
why am i seeing a fee for transferring money?,transfer_fee_charged,64
i exchanged russian rubles for british pounds today and got less than i expected. was exchange rate correct?,card_payment_wrong_exchange_rate,18
how does a us resident go about acquiring a new card?,country_support,25
where can i find the virtual card?,getting_virtual_card,41
"my phone was stolen, what do i do?",lost_or_stolen_phone,43
i did not get the right amount of money when i used a different country's currency.,wrong_exchange_rate_for_cash_withdrawal,76
can you explain the various transaction times shown on my statement?,transaction_charged_twice,63
"i would like to exchange currencies, how do i go upon it?",exchange_via_app,34
i have been charged a pound for something that appears on my statement,extra_charge_on_statement,35
what is this 1 charge?,extra_charge_on_statement,35
can i have it add money automatically in certain intervals?,automatic_top_up,5
can a friend top up my account,topping_up_by_card,62
when does my transfer from the us arrive in my account?,transfer_timing,67
"after putting in the wrong pin too many times, i was blocked. can you assist me in changing it?",pin_blocked,50
"i need to transfer some money, can i use my credit card?",topping_up_by_card,62
"hey there, i just went through my most recent credit card payments and i notice the same charge for a restaurant was processed twice. there was only one meal at this place, so i would like one of the charges to be reversed and my money to be put back in the account.",transaction_charged_twice,63
why was the exchange rate different when i withdrew my cash?,wrong_exchange_rate_for_cash_withdrawal,76
i need my funds verified.,verify_source_of_funds,70
"if i get another card, what kind of fees am i looking at?",getting_spare_card,40
i need to order a new card as my other one was stolen.,lost_or_stolen_card,42
i want to get a virtual card!,getting_virtual_card,41
i would like help to revert a transaction i did this morning,cancel_transfer,9
i'm waiting for my transaction to complete.,transfer_not_received_by_recipient,66
i tried to pay with my card and it didn't work,declined_card_payment,26
i sent a payment but now it's not showing up.,reverted_card_payment?,53
my payment has been cancelled,reverted_card_payment?,53
how long do transfers take? i sent money to a friend who needs it urgently. it's been hours and has not gone through.,transfer_not_received_by_recipient,66
please explain the charge of 1l in error. i have purchased nothing in this amount.,extra_charge_on_statement,35
can i have multiple currencies in my account?,fiat_currency_support,37
whats the maximum number of disposable cards that i can get?,disposable_card_limits,30
i'd prefer mastercard.,visa_or_mastercard,73
the rate applied to my foreign purchase was incorrect,card_payment_wrong_exchange_rate,18
why are there limits on auto top-up?,automatic_top_up,5
"hi, today i have tried to make payment by my new card, but payment got declined many times. i am very disappointed, please look into this.",declined_card_payment,26
what physical locations can i use cash to top up?,top_up_by_cash_or_cheque,58
am i going to see a charge for a sepa transfer?,top_up_by_bank_transfer_charge,56
do you have any fees if i want to add money using an international card.,top_up_by_card_charge,57
"could not complete transfer, states 'declined'",declined_transfer,28
how come i didn't get a virtual card yet?,getting_virtual_card,41
how can my boss pay me directly to the card?,receiving_money,51
"i deposited some cash but it hasn't shown up in my account yet, what's going on?",balance_not_updated_after_cheque_or_cash_deposit,7
which atms accept this bill of fare ?,atm_support,4
some of my card payments look different than where i purchased products from. why is that?,card_payment_not_recognised,17
i would like to transfer some money from my other bank account into this one.,transfer_into_account,65
i need some help with identity verification.,verify_my_identity,69
why did i get charged a fee for my card payment?,card_payment_fee_charged,16
is it possible to get another card?,getting_spare_card,40
verify my source of funds?,verify_source_of_funds,70
which atms allow me to change my pin?,change_pin,22
i need to close my account as soon as possible.,terminate_account,55
do i need to verify my top-up?,verify_top_up,71
"i can't figure out why i haven't gotten my cash, when i already put the check in the bank.",balance_not_updated_after_cheque_or_cash_deposit,7
there was a strange transaction made on my account a couple weeks ago by a seller i don't recognize. may you please check on this transaction for me.,direct_debit_payment_not_recognised,29
how long is us delivery?,card_delivery_estimate,13
how much for an actual card?,order_physical_card,44
can i use my card everywhere?,card_acceptance,11
"i would like to top up via credit card, which credit cards do you support?",supported_cards_and_currencies,54
the card got declined twice when i tried to use it to buy something online yesterday.,declined_transfer,28
are there downsides to using a disposable virtual cards?,disposable_card_limits,30
i thought it was free to make a withdrawal. so how much does it cost now?,cash_withdrawal_charge,20
why isn't my top up working using my saved american express in applepay?,apple_pay_or_google_pay,3
i made a bank transfer and my account balance did not show it.,balance_not_updated_after_bank_transfer,6
is there a disposable virtual card i can order?,get_disposable_virtual_card,38
how did you arrive at the rate of exchange? i thought that i would get more cash.,wrong_exchange_rate_for_cash_withdrawal,76
how come my transfer didn't work,failed_transfer,36
how long will it take to urgently transfer something to china?,transfer_timing,67
what foreign exchange rate will you use?,exchange_rate,33
how long will it take for the cash i deposited this morning to show up?,balance_not_updated_after_cheque_or_cash_deposit,7
can i have another card in addition to my first one?,getting_spare_card,40
i did not make this card payment.,card_payment_not_recognised,17
"i'm concerned about a payment that has recently been made on my card. i do not recognize the name that the transaction went to, can you help me?",card_payment_not_recognised,17
why didnt my payment work,declined_card_payment,26
is there a fee for exchanging cash?,wrong_exchange_rate_for_cash_withdrawal,76
how might i change my pin?,change_pin,22
the exchange rate on my payment doesn't look right,card_payment_wrong_exchange_rate,18
when will i be able to see the refund,Refund_not_showing_up,0
i'm sure i have enough money so why didn't the store accept my card?,declined_card_payment,26
i don't see the verification code for my card transfer.,verify_top_up,71
is it possible to hold money in multiple currencies?,fiat_currency_support,37
i cant get money out of the atm with my card. i just put my card in the atm but it will not allow me to take any money out. what do i need to do to fix this?,declined_cash_withdrawal,27
help me! i don't know what my password is.,passcode_forgotten,45
"i sent some money to somebody a couple of hours ago, and they still have yet to receive it. they really need the money, how much longer are they going to have to wait?",transfer_not_received_by_recipient,66
i believe that someone is using my card without my knowledge!,compromised_card,23
how long will it take to get to me?,card_delivery_estimate,13
what businesses can i use this card with?,card_acceptance,11
when i tried to pay in a store my card din't work,declined_card_payment,26
can you tell me if i can track the card you sent me?,card_arrival,12
when will a refund post to my account?,Refund_not_showing_up,0
what do you require to verify someone's identity?,verify_my_identity,69
how do i get a spare card?,getting_spare_card,40
"please delete my account, your services are not up to par.",terminate_account,55
if i transfer money from my bank to top-up my account will i be charged?,top_up_by_bank_transfer_charge,56
i lost my card n need a new one.,lost_or_stolen_card,42
"i have made a withdraw from an atm this last holiday, why is there such a high charge from this transaction?",wrong_exchange_rate_for_cash_withdrawal,76
my refund has not shown up on my statement.,Refund_not_showing_up,0
"the day before yesterday, i performed a transfer within the country. it still has not completed. can you check on that? the account number is definitely correct, as i've checked.",transfer_not_received_by_recipient,66
i see an extra 1 charge on my app. why did it charge me extra?,extra_charge_on_statement,35
will my transfer immediately show up in my account?,transfer_timing,67
this fee shouldn't be there after i paid with a card.,card_payment_fee_charged,16
how much for topping up by card?,top_up_by_card_charge,57
where can i located the auto-top up option?,automatic_top_up,5
help me unblock my account. i entered the pin wrong too many times.,pin_blocked,50
who can i speak with regarding a lost card?,lost_or_stolen_card,42
i am wondering about a transfer from a different country that doesn't show up yet?,balance_not_updated_after_bank_transfer,6
there is a transaction showing up several times.,transaction_charged_twice,63
how old do you have to be to be able to open an account?,age_limit,2
"i tried to top off using the card, but the money just disappeared?",topping_up_by_card,62
i don't see my card anywhere in the app.,card_linking,14
is there an option to top up a with cheque?,top_up_by_cash_or_cheque,58
please help me as my online payment is getting declined since yesterday while i am trying to purchase something online.,declined_transfer,28
"hi, can you tell me why my transfer keeps being rejected? i've been trying to send money to my friends this morning but failed every time and i have no idea why?",failed_transfer,36
how often am i able to top-up?,top_up_limits,60
"my new card isn't in my app, how do i get it in there?",card_linking,14
why can't i transfer money to a beneficiery?,beneficiary_not_allowed,8
help me unblock my pin.,pin_blocked,50
how long and how much does it cost for new card,card_about_to_expire,10
i cannot get my virtual card to function.,virtual_card_not_working,72
how do i get extra physical cards?,getting_spare_card,40
how much extra will i be charged for exchanging foreign currency?,exchange_charge,32
my card is about to expire. what do i need to do to keep using my card?,card_about_to_expire,10
"i tried to make a transfer, but it didn't work.",failed_transfer,36
can i link your physical card,card_linking,14
what is the status of my top up?,top_up_reverted,61
what's the pending length for credit transactions? i've had one in my pending category now for days and it won't move to processed.,pending_card_payment,46
i checked my statement and am being charged one pound. where did this charge come from?,extra_charge_on_statement,35
i got some cash but it wasn't the right amount.,wrong_amount_of_cash_received,75
a direct debit appears in the app but i didn't authorize it.,direct_debit_payment_not_recognised,29
am i allowed to transfer money to a beneficiary?,beneficiary_not_allowed,8
i would like to refill my account using swift.,top_up_by_bank_transfer_charge,56
how do i contact customer support about a transfer?,declined_transfer,28
what do i do if my phone was stolen?,lost_or_stolen_phone,43
i just made a transfer from a uk account. how long does that typically take to show up? i just want to make sure it worked alright.,balance_not_updated_after_bank_transfer,6
how do i get a refund for an item i bought?,request_refund,52
where can i find the auto-top option?,automatic_top_up,5
the app is saying i made a withdrawl but i didn't.,cash_withdrawal_not_recognised,21
"hi, my card is getting declined during top-up. as it urgent, could you please resolve this issue, or guide me with other alternatives if any.",top_up_failed,59
the amount of cash i received was incorrect,wrong_amount_of_cash_received,75
what's the process for topping up by card?,topping_up_by_card,62
something's wrong my card won't work.,card_not_working,15
"i might need to exchange between usd and gbp, is this possible with your app?",exchange_via_app,34
"i reside in the us, but i want a card.",country_support,25
please help my find out why there is an odd direct debit in my records.,direct_debit_payment_not_recognised,29
what are these disposable virtual cards all about?,get_disposable_virtual_card,38
what is the payment in my account that i did not do?,card_payment_not_recognised,17
it is extremely important that i cancel the transfer i made yesterday and put the money into a different account. is this possible?,cancel_transfer,9
where do i top up my google pay?,apple_pay_or_google_pay,3
i cannot get my card out of the atm.,card_swallowed,19
google pay won't let me top up.,apple_pay_or_google_pay,3
what's the problem? i thought you offered crypto top up. this doesn't appear to be working at all. my money has now vanished from my account.,top_up_reverted,61
i tried entering my pin several times incorrectly. why isn't my pin working?,pin_blocked,50
oh my god i lost my card! what should i do?,lost_or_stolen_card,42
my account is locked because i used the wrong pin too many times. please help.p,pin_blocked,50
"hi, i sent my landlord my rent money a few days ago and while everything seems good on my end he says that he never got the money. i double checked the account number and it's correct. can you help me figure this out?",transfer_not_received_by_recipient,66
i made a transfer but my balance hasn't been updated,balance_not_updated_after_bank_transfer,6
"i have my residency in the us, but i would love to get a card.",country_support,25
on my transfer there was a decline message,declined_transfer,28
"i didn't think my country-to-country money transfer would take so long. it still says that it's pending so i re-checked all of the account information--everything seems right, so what's the deal?",pending_transfer,49
the atm ate my card how do i get a new one?,card_swallowed,19
i was unable to transfer money to a beneficiary.,beneficiary_not_allowed,8
i tried withdrawing but my cash is not showing up?,wrong_amount_of_cash_received,75
in my account i noticed my atm withdrawal is still pending,pending_cash_withdrawal,47
was there a way for me to get tracking for that?,card_arrival,12
please tell my why i was charged a fee for using my card?,card_payment_fee_charged,16
